Frequency (Hz)	Level (dB)
12672.290039	-52.117950
12677.673340	-53.214581
12683.056641	-52.695461
12688.439941	-50.756359
12693.823242	-49.507347
12699.206543	-50.292332
12704.589844	-51.984467
12709.973145	-51.629887
12715.356445	-50.793449
12720.739746	-50.775608
12726.123047	-49.025261
12731.506348	-51.725983
12736.889648	-53.654942
12742.272949	-52.913979
12747.656250	-53.656013
12753.039551	-53.728233
12758.422852	-49.836601
12763.806152	-50.685986
12769.189453	-52.849586
12774.572754	-55.620647
12779.956055	-53.813438
12785.339355	-53.553024
12790.722656	-49.452671
12796.105957	-50.106667
12801.489258	-50.631584
12806.872559	-50.218204
12812.255859	-50.889492
12817.639160	-52.698933
12823.022461	-54.510704
12828.405762	-51.091293
12833.789062	-50.208214
12839.172363	-51.960915
12844.555664	-51.313404
12849.938965	-53.997650
12855.322266	-56.040607
12860.705566	-55.615135
12866.088867	-53.196774
12871.472168	-52.517231
12876.855469	-54.168743
12882.238770	-51.321701
12887.622070	-52.161800
12893.005371	-52.986332
12898.388672	-51.090660
12903.771973	-51.558548
12909.155273	-50.609776
12914.538574	-53.694538
12919.921875	-51.724751
12925.305176	-51.004116
12930.688477	-49.426685
12936.071777	-51.477669
12941.455078	-53.082508
12946.838379	-54.023239
12952.221680	-55.197937
12957.604980	-53.161995
12962.988281	-50.861851
12968.371582	-49.713692
12973.754883	-50.799736
12979.138184	-50.763477
12984.521484	-51.013424
12989.904785	-52.147831
12995.288086	-50.916721
13000.671387	-50.145435
13006.054688	-51.504852
13011.437988	-51.400620
13016.821289	-50.083275
13022.204590	-52.651848
13027.587891	-53.660469
13032.971191	-51.112534
13038.354492	-50.462555
13043.737793	-52.541405
13049.121094	-51.619732
13054.504395	-50.843708
13059.887695	-49.814045
13065.270996	-50.837513
13070.654297	-50.058197
13076.037598	-52.519264
13081.420898	-51.752869
13086.804199	-54.431335
13092.187500	-52.964161
13097.570801	-51.828789
13102.954102	-50.958561
13108.337402	-51.921497
13113.720703	-55.128014
13119.104004	-52.768150
13124.487305	-52.299248
13129.870605	-53.455875
13135.253906	-52.859539
13140.637207	-51.562691
13146.020508	-50.422112
13151.403809	-50.214199
13156.787109	-54.156742
13162.170410	-52.324257
13167.553711	-50.922958
13172.937012	-51.959682
13178.320312	-51.803635
13183.703613	-50.663990
13189.086914	-50.076977
13194.470215	-51.157589
13199.853516	-50.438683
13205.236816	-50.809532
13210.620117	-51.659027
13216.003418	-50.242767
13221.386719	-50.509708
13226.770020	-51.444607
13232.153320	-51.870010
13237.536621	-51.298126
13242.919922	-52.612900
13248.303223	-52.484982
13253.686523	-49.514977
13259.069824	-48.581188
13264.453125	-52.627651
13269.836426	-52.068848
13275.219727	-49.060993
13280.603027	-50.816849
13285.986328	-51.003345
13291.369629	-50.432350
13296.752930	-52.348251
13302.136230	-51.747196
13307.519531	-51.876484
13312.902832	-51.498669
13318.286133	-50.621429
13323.669434	-48.720112
13329.052734	-49.981014
13334.436035	-50.974930
13339.819336	-49.778286
13345.202637	-49.035267
13350.585938	-53.397949
13355.969238	-51.416557
13361.352539	-50.462418
13366.735840	-53.128136
13372.119141	-53.739899
13377.502441	-48.756702
13382.885742	-52.833096
13388.269043	-51.228207
13393.652344	-51.062038
13399.035645	-50.650078
13404.418945	-52.184399
13409.802246	-53.564854
13415.185547	-55.207981
13420.568848	-52.662254
13425.952148	-51.090313
13431.335449	-50.885090
13436.718750	-53.106331
13442.102051	-50.476620
13447.485352	-50.582066
13452.868652	-49.859306
13458.251953	-51.965305
13463.635254	-50.190205
13469.018555	-49.623516
13474.401855	-50.170296
13479.785156	-52.175297
13485.168457	-53.983231
13490.551758	-52.382114
13495.935059	-52.478424
13501.318359	-52.352112
13506.701660	-52.906979
13512.084961	-52.291904
13517.468262	-49.873577
13522.851562	-50.038280
13528.234863	-51.104359
13533.618164	-50.926033
13539.001465	-51.463669
13544.384766	-52.996647
13549.768066	-54.027435
13555.151367	-52.345909
13560.534668	-49.144920
13565.917969	-50.326656
13571.301270	-50.640968
13576.684570	-51.088161
13582.067871	-52.447727
13587.451172	-48.650181
13592.834473	-48.508579
13598.217773	-51.376175
13603.601074	-54.947132
13608.984375	-54.955334
13614.367676	-51.700680
13619.750977	-51.142094
13625.134277	-54.305882
13630.517578	-53.015343
13635.900879	-52.099922
13641.284180	-53.135498
13646.667480	-54.288010
13652.050781	-53.907227
13657.434082	-54.240860
13662.817383	-51.163349
13668.200684	-48.985100
13673.583984	-51.504749
13678.967285	-52.790497
13684.350586	-52.833023
13689.733887	-51.455471
13695.117188	-50.489582
13700.500488	-50.129059
13705.883789	-51.790176
13711.267090	-53.431721
13716.650391	-50.677296
13722.033691	-51.531639
13727.416992	-51.403057
13732.800293	-50.951340
13738.183594	-51.895241
13743.566895	-52.547020
13748.950195	-50.728226
13754.333496	-53.330288
13759.716797	-55.224129
13765.100098	-53.543812
13770.483398	-51.894642
13775.866699	-51.149429
13781.250000	-52.612537
13786.633301	-52.400475
13792.016602	-51.230030
13797.399902	-49.523346
13802.783203	-49.719917
13808.166504	-51.573578
13813.549805	-53.005310
13818.933105	-51.760139
13824.316406	-51.451160
13829.699707	-53.202431
13835.083008	-50.454243
13840.466309	-48.764729
13845.849609	-50.899948
13851.232910	-52.803654
13856.616211	-53.533619
13861.999512	-52.130653
13867.382812	-52.252319
13872.766113	-50.859852
13878.149414	-52.553711
13883.532715	-52.638584
13888.916016	-51.415619
13894.299316	-51.075905
13899.682617	-52.137501
13905.065918	-51.929718
13910.449219	-51.499493
13915.832520	-49.641094
13921.215820	-50.799191
13926.599121	-54.054974
13931.982422	-52.784557
13937.365723	-52.695171
13942.749023	-53.479649
13948.132324	-52.115265
13953.515625	-52.939693
13958.898926	-51.884521
13964.282227	-51.636265
13969.665527	-51.532669
13975.048828	-52.151939
13980.432129	-52.361328
13985.815430	-53.290665
13991.198730	-51.633617
13996.582031	-50.316277
14001.965332	-51.124470
14007.348633	-52.120174
14012.731934	-53.426193
14018.115234	-53.773556
14023.498535	-52.569370
14028.881836	-52.625011
14034.265137	-52.010181
14039.648438	-51.450798
14045.031738	-51.812542
14050.415039	-52.361031
14055.798340	-52.343906
14061.181641	-51.599380
14066.564941	-50.466339
14071.948242	-50.689507
14077.331543	-52.226700
14082.714844	-53.650303
14088.098145	-51.931572
14093.481445	-50.166107
14098.864746	-50.319897
14104.248047	-51.430706
14109.631348	-48.435646
14115.014648	-48.750763
14120.397949	-52.734493
14125.781250	-52.017529
14131.164551	-51.831421
14136.547852	-52.662258
14141.931152	-52.431946
14147.314453	-51.249958
14152.697754	-52.062737
14158.081055	-51.653702
14163.464355	-53.011356
14168.847656	-53.963554
14174.230957	-52.274292
14179.614258	-52.199562
14184.997559	-54.210659
14190.380859	-51.479233
14195.764160	-51.225918
14201.147461	-51.105240
14206.530762	-50.820759
14211.914062	-53.156101
14217.297363	-52.148304
14222.680664	-51.153881
14228.063965	-51.145096
14233.447266	-50.793060
14238.830566	-51.208115
14244.213867	-53.888180
14249.597168	-52.287182
14254.980469	-49.771420
14260.363770	-50.766182
14265.747070	-50.819313
14271.130371	-51.059555
14276.513672	-52.496529
14281.896973	-54.089142
14287.280273	-51.873211
14292.663574	-52.215374
14298.046875	-53.252224
14303.430176	-54.167789
14308.813477	-56.299561
14314.196777	-54.140160
14319.580078	-53.338840
14324.963379	-50.589371
14330.346680	-51.883961
14335.729980	-54.529850
14341.113281	-52.646297
14346.496582	-52.304924
14351.879883	-52.985203
14357.263184	-50.494305
14362.646484	-50.325649
14368.029785	-53.692081
14373.413086	-53.255325
14378.796387	-52.184784
14384.179688	-52.341545
14389.562988	-53.088646
14394.946289	-52.295254
14400.329590	-52.151062
14405.712891	-51.853153
14411.096191	-50.635128
14416.479492	-51.152580
14421.862793	-49.837032
14427.246094	-50.650852
14432.629395	-52.072437
14438.012695	-52.843964
14443.395996	-51.435127
14448.779297	-51.203262
14454.162598	-51.747238
14459.545898	-56.683949
14464.929199	-53.255390
14470.312500	-51.953091
14475.695801	-52.352398
14481.079102	-51.015717
14486.462402	-50.229633
14491.845703	-49.892597
14497.229004	-49.924511
14502.612305	-51.221790
14507.995605	-52.824745
14513.378906	-54.128155
14518.762207	-51.832031
14524.145508	-53.017159
14529.528809	-51.999325
14534.912109	-52.847275
14540.295410	-52.156158
14545.678711	-50.706017
14551.062012	-51.952457
14556.445312	-53.704781
14561.828613	-51.415398
14567.211914	-54.219555
14572.595215	-55.069550
14577.978516	-54.241890
14583.361816	-51.154129
14588.745117	-52.132053
14594.128418	-52.453053
14599.511719	-51.382637
14604.895020	-52.119614
14610.278320	-51.522804
14615.661621	-50.795376
14621.044922	-49.632973
14626.428223	-51.833591
14631.811523	-50.533840
14637.194824	-50.824341
14642.578125	-54.940464
14647.961426	-54.017063
14653.344727	-51.832958
14658.728027	-50.424377
14664.111328	-49.942631
14669.494629	-51.458401
14674.877930	-53.431377
14680.261230	-51.872768
14685.644531	-52.231037
14691.027832	-52.110329
14696.411133	-50.087486
14701.794434	-52.146042
14707.177734	-53.098339
14712.561035	-52.997742
14717.944336	-52.861374
14723.327637	-53.945843
14728.710938	-54.071888
14734.094238	-53.773010
14739.477539	-51.436485
14744.860840	-50.596500
14750.244141	-50.136669
14755.627441	-52.408577
14761.010742	-53.760338
14766.394043	-51.030212
14771.777344	-50.418694
14777.160645	-51.583252
14782.543945	-51.866631
14787.927246	-53.139923
14793.310547	-53.481346
14798.693848	-52.685421
14804.077148	-52.321335
14809.460449	-53.622841
14814.843750	-52.930817
14820.227051	-51.022377
14825.610352	-49.289581
14830.993652	-50.777790
14836.376953	-51.765831
14841.760254	-52.241463
14847.143555	-50.510860
14852.526855	-50.314167
14857.910156	-50.076103
14863.293457	-50.259304
14868.676758	-50.240646
14874.060059	-50.430027
14879.443359	-51.413078
14884.826660	-49.692451
14890.209961	-51.506680
14895.593262	-57.428356
14900.976562	-53.735313
14906.359863	-50.449821
14911.743164	-49.890434
14917.126465	-52.243233
14922.509766	-52.894348
14927.893066	-50.993538
14933.276367	-51.780579
14938.659668	-50.754509
14944.042969	-51.108597
14949.426270	-52.655289
14954.809570	-53.996185
14960.192871	-53.675194
14965.576172	-51.224606
14970.959473	-50.822601
14976.342773	-51.366562
14981.726074	-53.324215
14987.109375	-51.658119
14992.492676	-50.137001
14997.875977	-52.038216
15003.259277	-53.907200
15008.642578	-51.206081
15014.025879	-50.394951
15019.409180	-51.459862
15024.792480	-51.587700
15030.175781	-50.936394
15035.559082	-51.969589
15040.942383	-52.187885
15046.325684	-51.793716
15051.708984	-49.586693
15057.092285	-50.941341
15062.475586	-52.365402
15067.858887	-51.688854
15073.242188	-54.047916
15078.625488	-53.267254
15084.008789	-50.939243
15089.392090	-50.223682
15094.775391	-50.475342
15100.158691	-53.150524
15105.541992	-56.547249
15110.925293	-54.928478
15116.308594	-56.398746
15121.691895	-54.311123
15127.075195	-51.107395
15132.458496	-50.126926
15137.841797	-52.910400
15143.225098	-54.304512
15148.608398	-52.959801
15153.991699	-52.509438
15159.375000	-52.387634
15164.758301	-52.405457
15170.141602	-51.943581
15175.524902	-51.856731
15180.908203	-52.330845
15186.291504	-52.443623
15191.674805	-51.420956
15197.058105	-52.080971
15202.441406	-50.411007
15207.824707	-51.689407
15213.208008	-55.021980
15218.591309	-53.577171
15223.974609	-54.603180
15229.357910	-52.277164
15234.741211	-52.995537
15240.124512	-51.895832
15245.507812	-53.378132
15250.891113	-56.234299
15256.274414	-53.474365
15261.657715	-51.820644
15267.041016	-53.122166
15272.424316	-54.863647
15277.807617	-53.276234
15283.190918	-51.997993
15288.574219	-52.841404
15293.957520	-52.313389
15299.340820	-52.518368
15304.724121	-54.223827
15310.107422	-54.523243
15315.490723	-51.868561
15320.874023	-53.902168
15326.257324	-50.365974
15331.640625	-49.032372
15337.023926	-48.837563
15342.407227	-51.136169
15347.790527	-53.100960
15353.173828	-54.278751
15358.557129	-51.695789
15363.940430	-52.570049
15369.323730	-50.858818
15374.707031	-53.586468
15380.090332	-53.268829
15385.473633	-52.124527
15390.856934	-52.504711
15396.240234	-53.374954
15401.623535	-54.602921
15407.006836	-55.312710
15412.390137	-54.972900
15417.773438	-57.571239
15423.156738	-56.154514
15428.540039	-52.605305
15433.923340	-51.220848
15439.306641	-53.483246
15444.689941	-54.481411
15450.073242	-53.076630
15455.456543	-51.535480
15460.839844	-51.459972
15466.223145	-53.077827
15471.606445	-54.756237
15476.989746	-55.064163
15482.373047	-55.646431
15487.756348	-52.983707
15493.139648	-52.933659
15498.522949	-51.642967
15503.906250	-51.778545
15509.289551	-53.245712
15514.672852	-54.055386
15520.056152	-53.579430
15525.439453	-54.895771
15530.822754	-53.339397
15536.206055	-52.500828
15541.589355	-54.832081
15546.972656	-54.180195
15552.355957	-54.875561
15557.739258	-53.406960
15563.122559	-51.283504
15568.505859	-49.956024
15573.889160	-51.292610
15579.272461	-51.415058
15584.655762	-51.269661
15590.039062	-54.812695
15595.422363	-52.518822
15600.805664	-52.520592
15606.188965	-53.495857
15611.572266	-52.263424
15616.955566	-50.538353
15622.338867	-51.633339
15627.722168	-52.636429
15633.105469	-53.127319
15638.488770	-53.773987
15643.872070	-53.317818
15649.255371	-51.780743
15654.638672	-50.789970
15660.021973	-49.029060
15665.405273	-49.594540
15670.788574	-51.288620
15676.171875	-50.362507
15681.555176	-53.546486
15686.938477	-52.156982
15692.321777	-52.660122
15697.705078	-54.554920
15703.088379	-54.465446
15708.471680	-54.831379
15713.854980	-52.794868
15719.238281	-51.207355
15724.621582	-49.849590
15730.004883	-50.899029
15735.388184	-50.483612
15740.771484	-50.169315
15746.154785	-51.797386
15751.538086	-51.629829
15756.921387	-52.051586
15762.304688	-50.139355
15767.687988	-49.783329
15773.071289	-49.899883
15778.454590	-52.043491
15783.837891	-53.859787
15789.221191	-53.138882
15794.604492	-52.256119
15799.987793	-53.561161
15805.371094	-52.445961
15810.754395	-52.320412
15816.137695	-52.573753
15821.520996	-55.376854
15826.904297	-52.887478
15832.287598	-53.282974
15837.670898	-54.517689
15843.054199	-55.829922
15848.437500	-51.969212
15853.820801	-52.515671
15859.204102	-54.789051
15864.587402	-54.487724
15869.970703	-53.998371
15875.354004	-51.003582
15880.737305	-50.827473
15886.120605	-52.366295
15891.503906	-52.816231
15896.887207	-52.293789
15902.270508	-50.936920
15907.653809	-51.806160
15913.037109	-53.259480
15918.420410	-53.393082
15923.803711	-53.375481
15929.187012	-51.682896
15934.570312	-50.762806
15939.953613	-51.898670
15945.336914	-53.275074
15950.720215	-55.146881
15956.103516	-53.938942
15961.486816	-53.285851
15966.870117	-53.195057
15972.253418	-51.384624
15977.636719	-51.392319
15983.020020	-53.256729
15988.403320	-53.906742
15993.786621	-50.008404
15999.169922	-51.841381
16004.553223	-53.668819
16009.936523	-49.082314
16015.319824	-50.162292
16020.703125	-51.460636
16026.086426	-52.166832
16031.469727	-52.666126
16036.853027	-52.011871
16042.236328	-51.429848
16047.619629	-52.777782
16053.002930	-52.990578
16058.386230	-51.855186
16063.769531	-52.568626
16069.152832	-55.264751
16074.536133	-52.937531
16079.919434	-51.645634
16085.302734	-51.928413
16090.686035	-53.268993
16096.069336	-51.788712
16101.452637	-53.629879
16106.835938	-55.664749
16112.219238	-55.347721
16117.602539	-53.317509
16122.985840	-51.311085
16128.369141	-51.729240
16133.752441	-52.754028
16139.135742	-51.205364
16144.519043	-51.928577
16149.902344	-53.846687
16155.285645	-55.738060
16160.668945	-53.616028
16166.052246	-54.206429
16171.435547	-54.374569
16176.818848	-53.223007
16182.202148	-52.365623
16187.585449	-50.943699
16192.968750	-50.284992
16198.352051	-53.088547
16203.735352	-53.427769
16209.118652	-54.391098
16214.501953	-54.065144
16219.885254	-52.748409
16225.268555	-49.477867
16230.651855	-50.475346
16236.035156	-51.489834
16241.418457	-51.247837
16246.801758	-52.995071
16252.185059	-53.359509
16257.568359	-51.914165
16262.951660	-52.473465
16268.334961	-51.756237
16273.718262	-51.943680
16279.101562	-50.875153
16284.484863	-49.886005
16289.868164	-49.331497
16295.251465	-52.348228
16300.634766	-52.300419
16306.018066	-49.973129
16311.401367	-50.586773
16316.784668	-50.351376
16322.167969	-50.883610
16327.551270	-51.860687
16332.934570	-52.822353
16338.317871	-53.001122
16343.701172	-53.321323
16349.084473	-53.423080
16354.467773	-54.023678
16359.851074	-54.771580
16365.234375	-54.619438
16370.617676	-54.091488
16376.000977	-52.751259
16381.384277	-51.726437
16386.767578	-52.334438
16392.150879	-53.331551
16397.534180	-54.048512
16402.917480	-55.570522
16408.300781	-52.632778
16413.684082	-52.999741
16419.067383	-51.210281
16424.450684	-53.071590
16429.833984	-55.382057
16435.217285	-53.200268
16440.600586	-54.640461
16445.983887	-55.157413
16451.367188	-53.804008
16456.750488	-53.088921
16462.133789	-54.389927
16467.517090	-52.026215
16472.900391	-53.531601
16478.283691	-55.848076
16483.666992	-53.530224
16489.050293	-51.060413
16494.433594	-51.971294
16499.816895	-52.490536
16505.200195	-55.171974
16510.583496	-54.620724
16515.966797	-53.087475
16521.350098	-52.940510
16526.733398	-51.129898
16532.116699	-49.058670
16537.500000	-49.535461
16542.883301	-51.410088
16548.266602	-54.091442
16553.649902	-52.717949
16559.033203	-51.397804
16564.416504	-53.257595
16569.799805	-54.149544
16575.183105	-55.266808
16580.566406	-57.335423
16585.949707	-53.469624
16591.333008	-51.642269
16596.716309	-50.685513
16602.099609	-51.990192
16607.482910	-55.142540
16612.866211	-56.770981
16618.249512	-52.936596
16623.632812	-50.905087
16629.016113	-54.013592
16634.399414	-51.654747
16639.782715	-51.696922
16645.166016	-51.771088
16650.549316	-52.804337
16655.932617	-55.239468
16661.315918	-53.930042
16666.699219	-53.480583
16672.082520	-56.306427
16677.465820	-55.909966
16682.849121	-54.039074
16688.232422	-55.047531
16693.615723	-52.921459
16698.999023	-51.903877
16704.382324	-52.234669
16709.765625	-52.738144
16715.148926	-51.746666
16720.532227	-53.129433
16725.915527	-53.234329
16731.298828	-54.488258
16736.682129	-53.877163
16742.065430	-50.319168
16747.448730	-51.975342
16752.832031	-54.402626
16758.215332	-51.507408
16763.598633	-50.780949
16768.981934	-52.847954
16774.365234	-54.509090
16779.748535	-56.817604
16785.131836	-54.658684
16790.515137	-52.831795
16795.898438	-52.136139
16801.281738	-50.835964
16806.665039	-52.694393
16812.048340	-54.030140
16817.431641	-53.186920
16822.814941	-51.199627
16828.198242	-51.396721
16833.581543	-51.315002
16838.964844	-50.523106
16844.348145	-51.439434
16849.731445	-52.063576
16855.114746	-54.004093
16860.498047	-55.032654
16865.881348	-51.851273
16871.264648	-51.705330
16876.647949	-53.594574
16882.031250	-55.776493
16887.414551	-51.521267
16892.797852	-51.997284
16898.181152	-52.742790
16903.564453	-53.404545
16908.947754	-53.130886
16914.331055	-52.534698
16919.714355	-53.267162
16925.097656	-53.146328
16930.480957	-52.866550
16935.864258	-51.314877
16941.247559	-53.453354
16946.630859	-53.322563
16952.014160	-52.025467
16957.397461	-53.153652
16962.780762	-53.607235
16968.164062	-50.633320
16973.547363	-52.140297
16978.930664	-54.010830
16984.313965	-53.141350
16989.697266	-52.389919
16995.080566	-51.892326
17000.463867	-50.181946
17005.847168	-50.322334
17011.230469	-52.523869
17016.613770	-51.174881
17021.997070	-53.498207
17027.380371	-52.467888
17032.763672	-52.554779
17038.146973	-51.587753
17043.530273	-52.840027
17048.913574	-52.852509
17054.296875	-54.767857
17059.680176	-55.866516
17065.063477	-53.172775
17070.446777	-52.133743
17075.830078	-51.536770
17081.213379	-52.533787
17086.596680	-51.592964
17091.979980	-51.145390
17097.363281	-51.481724
17102.746582	-50.827812
17108.129883	-51.546677
17113.513184	-53.778957
17118.896484	-52.357975
17124.279785	-51.945705
17129.663086	-51.367199
17135.046387	-52.470673
17140.429688	-53.125797
17145.812988	-51.225079
17151.196289	-51.725822
17156.579590	-53.949463
17161.962891	-55.162907
17167.346191	-55.362907
17172.729492	-52.951809
17178.112793	-53.588371
17183.496094	-52.513660
17188.879395	-52.517967
17194.262695	-55.226826
17199.645996	-54.355968
17205.029297	-52.922558
17210.412598	-52.187805
17215.795898	-52.012699
17221.179199	-52.397667
17226.562500	-53.875317
17231.945801	-54.980118
17237.329102	-51.285748
17242.712402	-52.468559
17248.095703	-53.549068
17253.479004	-54.406506
17258.862305	-54.463398
17264.245605	-52.324951
17269.628906	-51.470802
17275.012207	-51.371628
17280.395508	-53.256062
17285.778809	-52.276161
17291.162109	-51.625729
17296.545410	-55.533909
17301.928711	-55.563354
17307.312012	-53.285961
17312.695312	-53.110031
17318.078613	-55.062359
17323.461914	-56.483192
17328.845215	-53.541386
17334.228516	-52.339600
17339.611816	-54.428951
17344.995117	-52.625858
17350.378418	-52.021389
17355.761719	-50.278942
17361.145020	-51.705368
17366.528320	-52.830463
17371.911621	-52.928307
17377.294922	-52.475872
17382.678223	-52.323143
17388.061523	-52.384430
17393.444824	-51.108749
17398.828125	-51.090042
17404.211426	-50.458969
17409.594727	-53.377796
17414.978027	-55.002304
17420.361328	-51.798901
17425.744629	-54.542446
17431.127930	-54.828114
17436.511230	-53.233589
17441.894531	-54.280792
17447.277832	-51.719612
17452.661133	-50.516743
17458.044434	-54.951523
17463.427734	-52.357159
17468.811035	-52.043331
17474.194336	-52.069324
17479.577637	-51.848679
17484.960938	-52.205357
17490.344238	-51.006721
17495.727539	-53.362217
17501.110840	-56.392490
17506.494141	-53.576641
17511.877441	-52.306454
17517.260742	-51.944405
17522.644043	-53.765751
17528.027344	-53.258190
17533.410645	-51.793434
17538.793945	-52.766930
17544.177246	-52.376667
17549.560547	-53.837940
17554.943848	-53.767715
17560.327148	-52.354084
17565.710449	-53.356258
17571.093750	-51.654083
17576.477051	-54.569782
17581.860352	-54.760994
17587.243652	-52.609535
17592.626953	-54.103127
17598.010254	-55.845173
17603.393555	-54.281395
17608.776855	-50.994648
17614.160156	-52.924908
17619.543457	-55.086853
17624.926758	-53.114563
17630.310059	-54.168030
17635.693359	-52.881275
17641.076660	-51.992939
17646.459961	-51.788052
17651.843262	-50.940601
17657.226562	-52.654633
17662.609863	-50.721260
17667.993164	-51.957542
17673.376465	-52.521202
17678.759766	-50.540688
17684.143066	-52.314335
17689.526367	-54.747471
17694.909668	-51.677876
17700.292969	-50.888046
17705.676270	-51.404877
17711.059570	-54.910736
17716.442871	-56.628777
17721.826172	-53.571995
17727.209473	-51.530842
17732.592773	-51.155277
17737.976074	-52.061161
17743.359375	-53.242397
17748.742676	-52.080151
17754.125977	-50.262829
17759.509277	-53.554001
17764.892578	-55.485508
17770.275879	-53.741611
17775.659180	-51.564777
17781.042480	-49.802086
17786.425781	-51.977028
17791.809082	-53.954330
17797.192383	-51.842377
17802.575684	-51.381302
17807.958984	-51.627129
17813.342285	-53.598083
17818.725586	-54.141098
17824.108887	-51.941002
17829.492188	-51.028828
17834.875488	-51.634281
17840.258789	-53.112473
17845.642090	-51.127201
17851.025391	-50.366840
17856.408691	-51.712543
17861.791992	-51.278000
17867.175293	-52.616165
17872.558594	-53.896793
17877.941895	-50.864201
17883.325195	-52.136707
17888.708496	-54.025372
17894.091797	-53.967056
17899.475098	-53.745609
17904.858398	-51.924248
17910.241699	-52.352169
17915.625000	-52.264442
17921.008301	-52.797977
17926.391602	-52.575562
17931.774902	-53.153255
17937.158203	-51.772606
17942.541504	-50.058060
17947.924805	-54.930870
17953.308105	-54.162434
17958.691406	-54.564098
17964.074707	-54.019974
17969.458008	-51.780289
17974.841309	-50.758217
17980.224609	-51.532482
17985.607910	-52.562649
17990.991211	-52.083534
17996.374512	-53.957874
18001.757812	-52.883881
18007.141113	-51.652225
18012.524414	-52.584740
18017.907715	-55.734280
18023.291016	-51.531425
18028.674316	-50.843155
18034.057617	-52.457260
18039.440918	-51.378777
18044.824219	-50.995155
18050.207520	-50.936535
18055.590820	-50.715446
18060.974121	-50.568848
18066.357422	-51.188953
18071.740723	-54.712910
18077.124023	-52.046753
18082.507324	-50.687092
18087.890625	-50.837627
18093.273926	-51.354546
18098.657227	-51.846386
18104.040527	-52.733322
18109.423828	-51.240898
18114.807129	-49.332417
18120.190430	-52.418701
18125.573730	-54.471161
18130.957031	-51.689632
18136.340332	-52.906105
18141.723633	-53.145512
18147.106934	-52.364773
18152.490234	-54.544582
18157.873535	-53.661823
18163.256836	-53.370510
18168.640137	-51.204559
18174.023438	-50.946217
18179.406738	-53.965763
18184.790039	-54.057156
18190.173340	-50.887714
18195.556641	-52.243565
18200.939941	-51.913685
18206.323242	-52.728382
18211.706543	-54.314304
18217.089844	-52.098988
18222.473145	-51.627575
18227.856445	-51.119324
18233.239746	-51.523998
18238.623047	-52.053734
18244.006348	-52.683254
18249.389648	-53.496578
18254.772949	-52.222282
18260.156250	-53.859138
18265.539551	-51.668465
18270.922852	-52.534889
18276.306152	-54.192043
18281.689453	-53.715359
18287.072754	-53.480209
18292.456055	-52.427624
18297.839355	-52.930828
18303.222656	-51.023220
18308.605957	-52.578785
18313.989258	-54.202442
18319.372559	-53.034519
18324.755859	-52.995132
18330.139160	-53.997028
18335.522461	-54.171726
18340.905762	-54.493137
18346.289062	-54.327496
18351.672363	-54.122112
18357.055664	-52.659885
18362.438965	-53.803974
18367.822266	-54.508999
18373.205566	-53.977482
18378.588867	-55.778549
18383.972168	-55.192986
18389.355469	-53.932110
18394.738770	-51.363659
18400.122070	-52.368370
18405.505371	-52.675819
18410.888672	-51.107273
18416.271973	-51.689075
18421.655273	-52.559544
18427.038574	-53.073387
18432.421875	-51.256695
18437.805176	-51.001678
18443.188477	-52.924694
18448.571777	-53.574795
18453.955078	-54.167599
18459.338379	-53.205990
18464.721680	-52.595406
18470.104980	-53.829403
18475.488281	-53.521217
18480.871582	-51.760765
18486.254883	-52.539871
18491.638184	-52.925846
18497.021484	-51.413563
18502.404785	-52.804569
18507.788086	-51.920399
18513.171387	-51.214390
18518.554688	-53.187962
18523.937988	-54.861847
18529.321289	-56.669342
18534.704590	-56.007572
18540.087891	-55.509472
18545.471191	-55.444710
18550.854492	-55.035923
18556.237793	-52.477722
18561.621094	-54.650917
18567.004395	-53.320255
18572.387695	-52.312885
18577.770996	-52.572033
18583.154297	-53.762230
18588.537598	-54.548813
18593.920898	-51.708729
18599.304199	-52.977924
18604.687500	-53.148624
18610.070801	-54.769226
18615.454102	-52.162460
18620.837402	-52.531631
18626.220703	-53.958637
18631.604004	-53.369965
18636.987305	-53.667561
18642.370605	-52.664234
18647.753906	-53.874424
18653.137207	-51.336285
18658.520508	-49.146458
18663.903809	-51.104565
18669.287109	-53.730156
18674.670410	-52.641560
18680.053711	-51.698101
18685.437012	-53.424301
18690.820312	-53.807091
18696.203613	-50.372932
18701.586914	-51.250252
18706.970215	-53.676952
18712.353516	-52.044830
18717.736816	-52.059757
18723.120117	-54.165443
18728.503418	-51.271976
18733.886719	-50.216999
18739.270020	-54.622452
18744.653320	-53.000977
18750.036621	-52.136074
18755.419922	-51.180717
18760.803223	-51.926479
18766.186523	-53.266621
18771.569824	-52.818817
18776.953125	-53.801777
18782.336426	-52.948292
18787.719727	-53.395096
18793.103027	-52.768879
18798.486328	-51.869907
18803.869629	-54.062298
18809.252930	-53.474194
18814.636230	-51.707451
18820.019531	-51.876945
18825.402832	-53.416252
18830.786133	-58.825138
18836.169434	-54.648724
18841.552734	-53.294884
18846.936035	-52.119423
18852.319336	-51.575806
18857.702637	-51.229603
18863.085938	-51.303471
18868.469238	-51.075294
18873.852539	-51.135784
18879.235840	-53.573887
18884.619141	-54.558609
18890.002441	-53.348690
18895.385742	-53.718140
18900.769043	-58.139465
18906.152344	-52.533001
18911.535645	-50.899853
18916.918945	-51.595814
18922.302246	-52.697235
18927.685547	-53.228687
18933.068848	-54.656895
18938.452148	-52.352882
